SITE_ID,timestamp,DOY,TOD,CO2_F_MDS,G_F_MDS,H_F_MDS,LE_F_MDS,LW_IN_F,LW_OUT,NETRAD,PA_F,PPFD_IN,PPFD_OUT,P_F,RH,SW_IN_F,SW_OUT,TA_F,USTAR,VPD_F,WD,WS_F,MODIS_band_1,MODIS_band_2,MODIS_band_3,MODIS_band_4,MODIS_band_5,MODIS_band_6,MODIS_band_7,MODIS_snow,MODIS_water,NEE_VUT_REF
IE-Cra,15/06/2020 22:00,-0.092896175,0.833333333,-0.29026225,-0.164001572,-0.171938083,-0.167712115,,,-0.183251667,,-0.437457188,,,0.453,-0.49996425,,0.09146875,-0.4870039,-0.492868182,0.915833333,-0.4604,,,,,,,,,,2.41538
IE-Cra,15/06/2020 23:00,-0.092896175,0.916666667,-0.29128675,-0.164737735,-0.16956273,-0.167382948,,,-0.175245,,-0.437498281,,,0.4845,-0.4999985,,0.09278125,-0.47979735,-0.497618182,0.830555556,-0.44419,,,,,,,,,,2.505985
IE-Cra,16/06/2020 00:00,-0.087431694,-1,-0.29256375,-0.165226508,-0.166186149,-0.165787525,,,-0.169201833,,-0.437499375,,,0.493,-0.4999995,,0.08909375,-0.4795506,-0.498968182,0.845555556,-0.4582,,,,,,,,,,2.285405
IE-Cra,16/06/2020 01:00,-0.087431694,-0.916666667,-0.29054675,-0.165554682,-0.170407883,-0.166034958,,,-0.168553,,-0.437499219,,,0.493,-0.49999925,,0.08428125,-0.4849648,-0.499018182,0.746111111,-0.469925,,,,,,,,,,2.511635
IE-Cra,16/06/2020 02:00,-0.087431694,-0.833333333,-0.29049675,-0.165776108,-0.16741333,-0.166012375,,,-0.168646333,,-0.437498906,,,0.493,-0.499999,,0.08078125,-0.48509095,-0.49905,0.754444444,-0.468845,,,,,,,,,,2.52569
IE-Cra,16/06/2020 03:00,-0.087431694,-0.75,-0.28959,-0.165987198,-0.167723013,-0.166255747,,,-0.168547,,-0.437485469,,,0.4935,-0.499988,,0.0791875,-0.48645865,-0.499131818,0.741111111,-0.470115,,,,,,,,,,2.46044
IE-Cra,16/06/2020 04:00,-0.087431694,-0.666666667,-0.2887055,-0.16618257,-0.167605035,-0.166207309,,,-0.167997167,,-0.436378438,,,0.494,-0.499067,,0.07878125,-0.48751895,-0.4992,0.806111111,-0.471745,,,,,,,,,,2.45185
IE-Cra,16/06/2020 05:00,-0.087431694,-0.583333333,-0.288566,-0.166347007,-0.166365202,-0.165763452,,,-0.1654545,,-0.428454688,,,0.4935,-0.49247425,,0.0785,-0.48572335,-0.499136364,0.838611111,-0.468225,,,,,,,,,,2.38484
IE-Cra,16/06/2020 06:00,-0.087431694,-0.5,-0.28896375,-0.166452342,-0.16452592,-0.16545053,,,-0.15997,,-0.410578125,,,0.4935,-0.477601,,0.07834375,-0.48656755,-0.499140909,-0.098991667,-0.47144,,,,,,,,,,2.00522
IE-Cra,16/06/2020 07:00,-0.087431694,-0.416666667,-0.28881875,-0.166456675,-0.162662117,-0.163509558,,,-0.156316667,,-0.39046875,,,0.494,-0.46087,,0.079125,-0.48434375,-0.4992,0.879166667,-0.467075,,,,,,,,,,0.606967
IE-Cra,16/06/2020 08:00,-0.087431694,-0.333333333,-0.288456,-0.166347589,-0.160077,-0.159421367,,,-0.156981667,,-0.375828125,,,0.4935,-0.448689,,0.08146875,-0.4874163,-0.499113636,0.876111111,-0.483985,,,,,,,,,,0.0172205
IE-Cra,16/06/2020 09:00,-0.087431694,-0.25,-0.28919975,-0.166131242,-0.157714167,-0.157652017,,,-0.15881,,-0.368171875,,,0.494,-0.442319,,0.084625,-0.49009735,-0.499154545,0.765833333,-0.478885,,,,,,,,,,-0.234873
IE-Cra,16/06/2020 10:00,-0.087431694,-0.166666667,-0.291197,-0.165860797,-0.156501117,-0.160015833,,,-0.1527,,-0.351171875,,,0.493,-0.428175,,0.086875,-0.487026,-0.498986364,0.719444444,-0.461755,,,,,,,,,,-0.9962055
IE-Cra,16/06/2020 11:00,-0.087431694,-0.083333333,-0.2938535,-0.16555723,-0.150918717,-0.152666417,,,-0.140706667,,-0.309578125,,,0.493,-0.393569,,0.08940625,-0.48088785,-0.498963636,0.736111111,-0.460055,,,,,,,,,,-2.08213
IE-Cra,16/06/2020 12:00,-0.087431694,0,-0.2944195,-0.165134532,-0.143170283,-0.143460783,,,-0.121266667,,-0.29284375,,,0.431,-0.379646,,0.093875,-0.4834683,-0.489245455,-0.009294444,-0.463,0.04337436,0.266426079,0.021554388,0.046622405,0.271555423,0.223643888,0.076498923,0,0,-3.094525
IE-Cra,16/06/2020 13:00,-0.087431694,0.083333333,-0.294564,-0.164650165,-0.149109,-0.151424683,,,-0.129633333,,-0.315703125,,,0.3685,-0.398665,,0.09778125,-0.4869538,-0.478740909,0.963055556,-0.469175,,,,,,,,,,-1.98986
IE-Cra,16/06/2020 14:00,-0.087431694,0.166666667,-0.29646075,-0.164337773,-0.150392217,-0.1544573,,,-0.13415,,-0.3296875,,,0.3635,-0.4103,,0.09928125,-0.4825845,-0.477595455,0.733055556,-0.462335,,,,,,,,,,-1.69063
IE-Cra,16/06/2020 15:00,-0.087431694,0.25,-0.299173,-0.164162457,-0.155655167,-0.158351733,,,-0.147001667,,-0.368765625,,,0.3605,-0.442813,,0.097625,-0.476346,-0.477490909,0.679444444,-0.44911,,,,,,,,,,-0.257664
IE-Cra,16/06/2020 16:00,-0.087431694,0.333333333,-0.30073925,-0.164200992,-0.149731667,-0.152115783,,,-0.13545,,-0.33725,,,0.342,-0.416592,,0.09915625,-0.47578345,-0.4741,0.779722222,-0.44635,,,,,,,,,,-1.807585
IE-Cra,16/06/2020 17:00,-0.087431694,0.416666667,-0.30128175,-0.164182253,-0.149801633,-0.15141405,,,-0.135766667,,-0.33825,,,0.3055,-0.417424,,0.10103125,-0.47636645,-0.467495455,0.828333333,-0.4528,,,,,,,,,,-2.4342
IE-Cra,16/06/2020 18:00,-0.087431694,0.5,-0.301796,-0.164128727,-0.157028083,-0.159667617,,,-0.148553333,,-0.373890625,,,0.324,-0.447077,,0.10084375,-0.47770255,-0.470640909,0.776111111,-0.447365,,,,,,,,,,-0.5142875
IE-Cra,16/06/2020 19:00,-0.087431694,0.583333333,-0.30044375,-0.164216857,-0.164363603,-0.163639742,,,-0.162162667,,-0.412910938,,,0.3495,-0.479542,,0.0964375,-0.47862325,-0.476004545,0.81,-0.448385,,,,,,,,,,1.07966
IE-Cra,16/06/2020 20:00,-0.087431694,0.666666667,-0.29912875,-0.164528662,-0.166892013,-0.165216785,,,-0.166558167,,-0.4279375,,,0.367,-0.492044,,0.093125,-0.4776103,-0.479490909,0.769166667,-0.446405,,,,,,,,,,1.825875
IE-Cra,16/06/2020 21:00,-0.087431694,0.75,-0.2979915,-0.164939408,-0.168319902,-0.164436095,,,-0.169476167,,-0.436367969,,,0.376,-0.49905825,,0.0891875,-0.4768392,-0.481645455,0.751388889,-0.446855,,,,,,,,,,2.52913
IE-Cra,16/06/2020 22:00,-0.087431694,0.833333333,-0.29555025,-0.16536845,-0.168413955,-0.165912677,,,-0.169598333,,-0.437486406,,,0.4195,-0.49998875,,0.08525,-0.48237845,-0.488563636,0.77,-0.46302,,,,,,,,,,2.650375
IE-Cra,16/06/2020 23:00,-0.087431694,0.916666667,-0.2923555,-0.165689237,-0.17049865,-0.165950655,,,-0.168705,,-0.437499531,,,0.4365,-0.4999995,,0.0828125,-0.472619,-0.491204545,0.652777778,-0.45076,,,,,,,,,,2.51966
IE-Cra,17/06/2020 00:00,-0.081967213,-1,-0.29418675,-0.16596945,-0.167236068,-0.16566795,,,-0.168578167,,-0.437499531,,,0.4385,-0.4999995,,0.08,-0.47766295,-0.491736364,0.649722222,-0.449965,,,,,,,,,,1.980765
IE-Cra,17/06/2020 01:00,-0.081967213,-0.916666667,-0.292333,-0.166287452,-0.167168468,-0.16637124,,,-0.169395167,,-0.437499688,,,0.4375,-0.4999995,,0.07853125,-0.48540635,-0.491722727,0.581388889,-0.46805,,,,,,,,,,2.46746
IE-Cra,17/06/2020 02:00,-0.081967213,-0.833333333,-0.2900945,-0.166511237,-0.167086767,-0.165827482,,,-0.169715,,-0.437499531,,,0.4565,-0.4999995,,0.07746875,-0.4857151,-0.494304545,0.515555556,-0.4689,,,,,,,,,,2.48233
IE-Cra,17/06/2020 03:00,-0.081967213,-0.75,-0.289358,-0.16668175,-0.166887029,-0.16653795,,,-0.1697885,,-0.437495625,,,0.4755,-0.49999625,,0.077125,-0.4847468,-0.496804545,0.561944444,-0.46744,,,,,,,,,,2.48438
IE-Cra,17/06/2020 04:00,-0.081967213,-0.666666667,-0.2880425,-0.166811387,-0.166546239,-0.166198908,,,-0.168140667,,-0.436924844,,,0.486,-0.4995215,,0.0775,-0.48559985,-0.498168182,0.621111111,-0.4691,,,,,,,,,,2.486935
IE-Cra,17/06/2020 05:00,-0.081967213,-0.583333333,-0.28645625,-0.166901996,-0.166942508,-0.166503389,,,-0.167110833,,-0.430478125,,,0.4915,-0.49415775,,0.0795625,-0.48797085,-0.498859091,0.787222222,-0.47359,,,,,,,,,,2.47094
IE-Cra,17/06/2020 06:00,-0.081967213,-0.5,-0.28647075,-0.166935541,-0.165155735,-0.165283798,,,-0.161441167,,-0.414804688,,,0.4865,-0.4811175,,0.08190625,-0.48877955,-0.498140909,0.807777778,-0.48116,,,,,,,,,,1.878745
IE-Cra,17/06/2020 07:00,-0.081967213,-0.416666667,-0.28736725,-0.166867306,-0.16360709,-0.164370682,,,-0.157653333,,-0.401875,,,0.461,-0.47036,,0.084875,-0.48638285,-0.494472727,0.88,-0.47111,,,,,,,,,,1.08914
IE-Cra,17/06/2020 08:00,-0.081967213,-0.333333333,-0.2915445,-0.166695969,-0.161516867,-0.162262867,,,-0.152605,,-0.386046875,,,0.393,-0.457191,,0.08853125,-0.4833103,-0.484236364,0.903888889,-0.464655,,,,,,,,,,0.558546
IE-Cra,17/06/2020 09:00,-0.081967213,-0.25,-0.29568575,-0.166473407,-0.157576733,-0.156408583,,,-0.142565,,-0.356890625,,,0.3485,-0.432933,,0.09125,-0.47760785,-0.477104545,0.956666667,-0.45235,,,,,,,,,,-0.44947935
IE-Cra,17/06/2020 10:00,-0.081967213,-0.166666667,-0.29693975,-0.166180992,-0.1436843,-0.145901867,,,-0.1181,,-0.285171875,,,0.2924,-0.373263,,0.095125,-0.476824,-0.467322727,0.955,-0.445155,,,,,,,,,,-3.868345
IE-Cra,17/06/2020 11:00,-0.081967213,-0.083333333,-0.29894175,-0.165669997,-0.1495001,-0.149082467,,,-0.132083333,,-0.317359375,,,0.27225,-0.400043,,0.09628125,-0.4741152,-0.46375,0.00105,-0.446225,,,,,,,,,,-2.757425
IE-Cra,17/06/2020 12:00,-0.081967213,0,-0.300354,-0.16526101,-0.105246,-0.129875667,,,-0.0273,,-0.03125,,,0.18085,-0.162,,0.10528125,-0.4725106,-0.444263636,-0.019616667,-0.42542,,,,,,,,,,-5.3645
IE-Cra,17/06/2020 13:00,-0.081967213,0.083333333,-0.2949345,-0.164216348,-0.1297647,-0.128194267,,,-0.100516667,,-0.201328125,,,0.24385,-0.303505,,0.10265625,-0.4763466,-0.456413636,-0.94775,-0.43871,,,,,,,,,,-4.987145
IE-Cra,17/06/2020 14:00,-0.081967213,0.166666667,-0.30060175,-0.163472638,-0.140701033,-0.142206017,,,-0.119936667,,-0.27090625,,,0.21805,-0.361394,,0.10146875,-0.47258805,-0.452668182,-0.956941667,-0.444905,,,,,,,,,,-3.05282
IE-Cra,17/06/2020 15:00,-0.081967213,0.25,-0.30059875,-0.163398735,-0.1209115,-0.135138183,,,-0.0867,,-0.193859375,,,0.1796,-0.297291,,0.10590625,-0.4732371,-0.443704545,0.920277778,-0.448685,,,,,,,,,,-5.208665
IE-Cra,17/06/2020 16:00,-0.081967213,0.333333333,-0.301311,-0.16308795,-0.144944783,-0.148948433,,,-0.126033333,,-0.302734375,,,0.1964,-0.387875,,0.10659375,-0.4795364,-0.446309091,0.939166667,-0.456435,,,,,,,,,,-2.4288
IE-Cra,17/06/2020 17:00,-0.081967213,0.416666667,-0.30088725,-0.163027367,-0.160707862,-0.16147275,,,-0.151515,,-0.3783125,,,0.2369,-0.450756,,0.102875,-0.4745043,-0.45515,0.791388889,-0.451385,,,,,,,,,,1.052537
IE-Cra,17/06/2020 18:00,-0.081967213,0.5,-0.3003945,-0.163396077,-0.164363278,-0.162890852,,,-0.161589667,,-0.405234375,,,0.27955,-0.473155,,0.0986875,-0.4812011,-0.464027273,0.813611111,-0.44854,,,,,,,,,,0.823835
IE-Cra,17/06/2020 19:00,-0.081967213,0.583333333,-0.2996435,-0.163937272,-0.165400757,-0.16366163,,,-0.159963333,,-0.40403125,,,0.29535,-0.472154,,0.098,-0.4846516,-0.46685,0.881388889,-0.463845,,,,,,,,,,1.501625
IE-Cra,17/06/2020 20:00,-0.081967213,0.666666667,-0.29751625,-0.164384885,-0.168172235,-0.166023515,,,-0.167499167,,-0.425171875,,,0.325,-0.489743,,0.0964375,-0.4897747,-0.472090909,0.805555556,-0.47189,,,,,,,,,,2.532975
IE-Cra,17/06/2020 21:00,-0.081967213,0.75,-0.29630075,-0.164797397,-0.169153027,-0.166189215,,,-0.170098333,,-0.433567344,,,0.3465,-0.49672825,,0.09346875,-0.48770575,-0.476259091,0.822222222,-0.47577,,,,,,,,,,2.543255
IE-Cra,17/06/2020 22:00,-0.081967213,0.833333333,-0.2946525,-0.165210887,-0.168722643,-0.166797542,,,-0.17115,,-0.437479844,,,0.381,-0.49998325,,0.09109375,-0.48698985,-0.482031818,0.793333333,-0.46454,,,,,,,,,,2.544275
IE-Cra,17/06/2020 23:00,-0.081967213,0.916666667,-0.29317975,-0.165539308,-0.168668745,-0.166285564,,,-0.17127,,-0.437499844,,,0.4055,-0.49999975,,0.087125,-0.4838829,-0.4863,0.810555556,-0.46264,,,,,,,,,,2.538945
IE-Cra,18/06/2020 00:00,-0.076502732,-1,-0.29054825,-0.165843403,-0.168495245,-0.166226416,,,-0.172441667,,-0.437499688,,,0.4365,-0.4999995,,0.08359375,-0.48672335,-0.491127273,0.765,-0.46195,,,,,,,,,,2.54453
IE-Cra,18/06/2020 01:00,-0.076502732,-0.916666667,-0.28867,-0.166174917,-0.168054555,-0.166743904,,,-0.1731,,-0.4375,,,0.4565,-0.5,,0.0811875,-0.4893522,-0.494077273,0.691944444,-0.4743,,,,,,,,,,2.5579
IE-Cra,18/06/2020 02:00,-0.076502732,-0.833333333,-0.28703525,-0.166416221,-0.167252168,-0.166224766,,,-0.169740833,,-0.437499375,,,0.4625,-0.4999995,,0.08090625,-0.490295,-0.494913636,0.636111111,-0.48372,,,,,,,,,,2.5579
IE-Cra,18/06/2020 03:00,-0.076502732,-0.75,-0.28680975,-0.166584665,-0.167477603,-0.166360317,,,-0.167855333,,-0.437492656,,,0.4665,-0.499994,,0.08159375,-0.4881214,-0.495422727,0.641388889,-0.478805,,,,,,,,,,2.56126
IE-Cra,18/06/2020 04:00,-0.076502732,-0.666666667,-0.2860975,-0.166686292,-0.166688215,-0.166313467,,,-0.167600333,,-0.436865625,,,0.47,-0.49947225,,0.082125,-0.487862,-0.495877273,0.639444444,-0.47107,,,,,,,,,,2.56462
IE-Cra,18/06/2020 05:00,-0.076502732,-0.583333333,-0.28678675,-0.166751803,-0.164716733,-0.16603582,,,-0.165122167,,-0.428979688,,,0.4815,-0.492911,,0.08234375,-0.48726575,-0.49745,0.673888889,-0.473005,,,,,,,,,,2.4616
IE-Cra,18/06/2020 06:00,-0.076502732,-0.5,-0.2875255,-0.166761194,-0.163547288,-0.165586958,,,-0.160521667,,-0.413753125,,,0.492,-0.4802425,,0.08334375,-0.4859046,-0.498886364,0.66,-0.47244,,,,,,,,,,2.18879
IE-Cra,18/06/2020 07:00,-0.076502732,-0.416666667,-0.288412,-0.166675897,-0.156340717,-0.160812667,,,-0.151696667,,-0.383796875,,,0.493,-0.455319,,0.08525,-0.48698685,-0.499004545,0.655277778,-0.47442,,,,,,,,,,0.4121805
IE-Cra,18/06/2020 08:00,-0.076502732,-0.333333333,-0.29193225,-0.166443977,-0.147360517,-0.151033633,,,-0.1322,,-0.328921875,,,0.4665,-0.409663,,0.09003125,-0.48469755,-0.494954545,0.728333333,-0.485285,,,,,,,,,,-1.642485
IE-Cra,18/06/2020 09:00,-0.076502732,-0.25,-0.29483225,-0.165932998,-0.141697967,-0.132372617,,,-0.098916667,,-0.2276875,,,0.365,-0.325436,,0.09725,-0.4791518,-0.478072727,0.644722222,-0.47076,,,,,,,,,,-4.486815
IE-Cra,18/06/2020 10:00,-0.076502732,-0.166666667,-0.29600875,-0.165042655,-0.140105833,-0.146633,,,-0.102866667,,-0.235890625,,,0.305,-0.332261,,0.10509375,-0.4782329,-0.466004545,0.547222222,-0.470475,,,,,,,,,,-2.849789
IE-Cra,18/06/2020 11:00,-0.076502732,-0.083333333,-0.298443,-0.16408799,-0.1500408,-0.150825117,,,-0.13655,,-0.334453125,,,0.28805,-0.414265,,0.10690625,-0.47990985,-0.462404545,0.7025,-0.46441,,,,,,,,,,-0.9370005
IE-Cra,18/06/2020 12:00,-0.076502732,0,-0.299479,-0.16370308,-0.153141533,-0.151276483,,,-0.134936667,,-0.329578125,,,0.281,-0.410209,,0.1074375,-0.48309645,-0.460940909,0.811111111,-0.463345,,,,,,,,,,-1.677455
IE-Cra,18/06/2020 13:00,-0.076502732,0.083333333,-0.29964775,-0.163585312,-0.121858317,-0.130118517,,,-0.114,,-0.257828125,,,0.23505,-0.350513,,0.110375,-0.4770561,-0.451195455,0.879444444,-0.471115,,,,,,,,,,-3.337155
IE-Cra,18/06/2020 14:00,-0.076502732,0.166666667,-0.2995945,-0.163276412,-0.1005305,-0.119488667,,,-0.044483333,,-0.059375,,,0.16285,-0.1854,,0.11928125,-0.47873225,-0.432227273,0.822222222,-0.47349,,,,,,,,,,-4.960365
IE-Cra,18/06/2020 15:00,-0.076502732,0.25,-0.299929,-0.162311183,-0.131696833,-0.141063117,,,-0.073683333,,-0.14409375,,,0.1449,-0.255886,,0.124375,-0.4786941,-0.424959091,0.843055556,-0.470525,,,,,,,,,,-3.879615
IE-Cra,18/06/2020 16:00,-0.076502732,0.333333333,-0.2983615,-0.161493333,-0.170330645,-0.15953305,,,-0.148248333,,-0.32984375,,,0.2539,-0.41043,,0.1200625,-0.4858831,-0.449331818,0.582777778,-0.45154,,,,,,,,,,-1.249307
IE-Cra,18/06/2020 17:00,-0.076502732,0.416666667,-0.28720525,-0.1604693,-0.1677161,-0.166012755,,,-0.171265333,,-0.423176562,,,0.4315,-0.48808275,,0.10165625,-0.47634685,-0.488490909,-0.133888889,-0.46714,,,,,,,,,,2.507085
IE-Cra,18/06/2020 18:00,-0.076502732,0.5,-0.295334,-0.1621072,-0.165199435,-0.1601498,,,-0.159633333,,-0.38571875,,,0.457,-0.456918,,0.1030625,-0.48951215,-0.492668182,0.365,-0.483705,,,,,,,,,,0.7401935
IE-Cra,18/06/2020 19:00,-0.076502732,0.583333333,-0.28657225,-0.162930867,-0.168480697,-0.166180478,,,-0.168805333,,-0.42575,,,0.4895,-0.490224,,0.1003125,-0.4745769,-0.498254545,0.216944444,-0.46995,,,,,,,,,,2.612845
IE-Cra,18/06/2020 20:00,-0.076502732,0.666666667,-0.2838325,-0.163286547,-0.169828908,-0.165994905,,,-0.173145,,-0.4317875,,,0.4745,-0.495247,,0.0859375,-0.46093675,-0.496368182,0.412222222,-0.425035,,,,,,,,,,2.4786
IE-Cra,18/06/2020 21:00,-0.076502732,0.75,-0.28269475,-0.16406482,-0.171366758,-0.165972978,,,-0.174128333,,-0.436589688,,,0.4725,-0.49924275,,0.0786875,-0.45026345,-0.49635,0.392222222,-0.42786,,,,,,,,,,2.5245
IE-Cra,18/06/2020 22:00,-0.076502732,0.833333333,-0.28190325,-0.164859377,-0.164372863,-0.16593071,,,-0.171523333,,-0.43749625,,,0.4875,-0.499997,,0.07478125,-0.4610204,-0.498409091,0.327222222,-0.4462,,,,,,,,,,2.47588
IE-Cra,18/06/2020 23:00,-0.076502732,0.916666667,-0.28129275,-0.165566057,-0.171048103,-0.16599827,,,-0.170308333,,-0.437499219,,,0.493,-0.49999925,,0.0738125,-0.4736082,-0.499118182,0.309444444,-0.457855,,,,,,,,,,2.458015
IE-Cra,19/06/2020 00:00,-0.071038251,-1,-0.28041475,-0.166028247,-0.169417393,-0.166080203,,,-0.170506667,,-0.437499219,,,0.493,-0.49999925,,0.07171875,,-0.499140909,0.309722222,-0.437525,,,,,,,,,,2.433055
IE-Cra,19/06/2020 01:00,-0.071038251,-0.916666667,-0.28020975,-0.166633513,-0.168554187,-0.166045975,,,-0.170291667,,-0.43749875,,,0.493,-0.49999875,,0.0679375,,-0.499172727,0.323333333,-0.441905,,,,,,,,,,2.35942
IE-Cra,19/06/2020 02:00,-0.071038251,-0.833333333,-0.27992525,-0.167132415,-0.1684114,-0.166049517,,,-0.170146667,,-0.437497969,,,0.493,-0.49999825,,0.0670625,,-0.499177273,0.344722222,-0.430725,,,,,,,,,,2.31902
IE-Cra,19/06/2020 03:00,-0.071038251,-0.75,-0.28052725,-0.167662787,-0.073947943,-0.16600336,,,-0.170155,,-0.43749375,,,0.493,-0.49999475,,0.06534375,,-0.499195455,0.328333333,-0.435805,,,,,,,,,,2.33468
IE-Cra,19/06/2020 04:00,-0.071038251,-0.666666667,-0.280851,-0.168202863,-0.168059248,-0.165999325,,,-0.169486667,,-0.436917187,,,0.493,-0.499515,,0.06478125,,-0.4992,0.368333333,-0.43837,,,,,,,,,,2.368265
IE-Cra,19/06/2020 05:00,-0.071038251,-0.583333333,-0.278745,-0.168552767,-0.167753115,-0.165967723,,,-0.166991667,,-0.430342188,,,0.493,-0.49404475,,0.06346875,,-0.499213636,0.359722222,-0.4278,,,,,,,,,,2.300775
IE-Cra,19/06/2020 06:00,-0.071038251,-0.5,-0.270724,-0.168808118,-0.166035789,-0.165776587,,,-0.165764167,,-0.416909375,,,0.493,-0.48286875,,0.06003125,-0.4246615,-0.499240909,0.434722222,-0.419635,,,,,,,,,,2.564465
IE-Cra,19/06/2020 07:00,-0.071038251,-0.416666667,-0.2617345,-0.169069118,-0.165651473,-0.164308272,,,-0.164825833,,-0.40703125,,,0.48,-0.47465,,0.06115625,,-0.497795455,0.415555556,-0.431075,,,,,,,,,,1.7160395
IE-Cra,19/06/2020 08:00,-0.071038251,-0.333333333,-0.27189225,-0.16914402,-0.158676717,-0.163131258,,,-0.157261667,,-0.38175,,,0.47,-0.453616,,0.0641875,-0.4651135,-0.496586364,0.446111111,-0.425615,,,,,,,,,,0.4089205
IE-Cra,19/06/2020 09:00,-0.071038251,-0.25,-0.2883225,-0.168991155,-0.156745867,-0.15261595,,,-0.15772,,-0.35528125,,,0.4315,-0.431594,,0.06759375,-0.4710045,-0.491904545,0.466944444,-0.424245,,,,,,,,,,-0.5401945
IE-Cra,19/06/2020 10:00,-0.071038251,-0.166666667,-0.29095125,-0.168708092,-0.148801583,-0.130983383,,,-0.150211667,,-0.332921875,,,0.4135,-0.412991,,0.074,-0.47061525,-0.489063636,0.474166667,-0.439725,,,,,,,,,,-3.683775
IE-Cra,19/06/2020 11:00,-0.071038251,-0.083333333,-0.293017,-0.168321837,-0.1415362,-0.120976667,,,-0.134263333,,-0.27759375,,,0.334,-0.366958,,0.0821875,-0.4641379,-0.477122727,0.439166667,-0.42909,,,,,,,,,,-3.874665
IE-Cra,19/06/2020 12:00,-0.071038251,0,-0.293682,-0.167796003,-0.127755017,-0.1176815,,,-0.0941,,-0.218953125,,,0.29375,-0.318169,,0.0894375,-0.46788535,-0.469336364,0.448055556,-0.432445,,,,,,,,,,-5.800575
IE-Cra,19/06/2020 13:00,-0.071038251,0.083333333,-0.293105,-0.1671367,-0.15185265,-0.138057033,,,-0.100416667,,-0.235796875,,,0.27575,-0.332183,,0.097375,-0.47022825,-0.463863636,0.423333333,-0.429115,,,,,,,,,,-2.422055
IE-Cra,19/06/2020 14:00,-0.071038251,0.166666667,-0.2927555,-0.166444377,-0.142291,-0.113421667,,,-0.120816667,,-0.283015625,,,0.2659,-0.371469,,0.09309375,-0.4623541,-0.463704545,0.252222222,-0.43215,,,,,,,,,,-6.173505
IE-Cra,19/06/2020 15:00,-0.071038251,0.25,-0.29256375,-0.166112803,-0.13468385,-0.117823667,,,-0.098316667,,-0.228234375,,,0.1319,-0.325891,,0.10090625,-0.4624895,-0.438563636,0.4075,-0.41826,,,,,,,,,,-6.86394
IE-Cra,19/06/2020 16:00,-0.071038251,0.333333333,-0.29265025,-0.165788172,-0.13669705,-0.1211075,,,-0.0729,,-0.15140625,,,0.0991,-0.26197,,0.10721875,-0.4660489,-0.428627273,0.333888889,-0.41816,,,,,,,,,,-6.274135
IE-Cra,19/06/2020 17:00,-0.071038251,0.416666667,-0.2924435,-0.165401152,-0.155791167,-0.138527367,,,-0.1269,,-0.302171875,,,0.12275,-0.387407,,0.1065625,-0.4603556,-0.433281818,0.370277778,-0.41665,,,,,,,,,,-2.7157
IE-Cra,19/06/2020 18:00,-0.071038251,0.5,-0.2923,-0.165200347,-0.1530962,-0.140659467,,,-0.134383333,,-0.31903125,,,0.1982,-0.401434,,0.10134375,-0.4605248,-0.449381818,0.401944444,-0.40995,,,,,,,,,,-1.550975
IE-Cra,19/06/2020 19:00,-0.071038251,0.583333333,-0.2908195,-0.165253318,-0.16702368,-0.158067417,,,-0.147796667,,-0.35021875,,,0.20745,-0.427382,,0.0946875,-0.4683606,-0.4542,0.434444444,-0.41555,,,,,,,,,,-0.50543
IE-Cra,19/06/2020 20:00,-0.071038251,0.666666667,-0.28869075,-0.165409685,-0.17309245,-0.163386628,,,-0.1687425,,-0.409709375,,,0.2035,-0.47687825,,0.0871875,-0.47928475,-0.456986364,0.455277778,-0.440935,,,,,,,,,,1.598894
IE-Cra,19/06/2020 21:00,-0.071038251,0.75,-0.28573525,-0.165758908,-0.173557783,-0.166788374,,,-0.1782,,-0.433408125,,,0.30645,-0.4965955,,0.0788125,-0.4835061,-0.47425,0.423055556,-0.45841,,,,,,,,,,2.48208
IE-Cra,19/06/2020 22:00,-0.071038251,0.833333333,-0.2835955,-0.166232534,-0.1732215,-0.167358573,,,-0.183111667,,-0.437458281,,,0.371,-0.49996525,,0.0718125,-0.48675635,-0.484045455,0.449444444,-0.46304,,,,,,,,,,2.413685
IE-Cra,19/06/2020 23:00,-0.071038251,0.916666667,-0.27909325,-0.166731654,-0.168628443,-0.165848107,,,-0.186748333,,-0.437499375,,,0.426,-0.4999995,,0.06134375,-0.49613,-0.491822727,0.302222222,-0.467425,,,,,,,,,,2.65004
IE-Cra,20/06/2020 00:00,-0.06557377,-1,-0.27893875,-0.167345767,-0.168126575,-0.168728478,,,-0.1844,,-0.437497812,,,0.443,-0.499998,,0.053290625,-0.493015,-0.494222727,0.101388889,-0.47038,,,,,,,,,,2.1415
IE-Cra,20/06/2020 01:00,-0.06557377,-0.916666667,-0.25636025,-0.16795645,-0.167288135,-0.162809515,,,-0.181978333,,-0.437496875,,,0.48,-0.4999975,,0.039403125,-0.49584,-0.49825,-0.581472222,-0.47852,,,,,,,,,,
IE-Cra,20/06/2020 02:00,-0.06557377,-0.833333333,-0.2497825,-0.168582867,-0.167149029,-0.16531647,,,-0.179593333,,-0.437493906,,,0.4925,-0.499995,,0.036765625,-0.49649,-0.499363636,-0.609055556,-0.481895,,,,,,,,,,
IE-Cra,20/06/2020 03:00,-0.06557377,-0.75,-0.24450025,-0.169145722,-0.167136245,-0.167219353,,,-0.178318333,,-0.437470938,,,0.493,-0.49997575,,0.03330625,-0.496985,-0.499431818,-0.652583333,-0.47737,,,,,,,,,,
